event_id,investigation_type,accident_number,event_date,location,country,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,is_destroyed
20090403X22132,Incident,ERA09FA228,2009-04-03,"Northport, FL",United States,,,Non-Fatal,Minor,Airplane,CIRRUS DESIGN CORP,sr22,No,1.0,reciprocating,,0.0,0.0,0.0,3.0,vmc,,False
20090407X24749,Accident,ANC09CA027,2009-04-03,"Bettles, AK",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,180k,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090404X04940,Accident,ERA09CA232,2009-04-04,"Ocean Isle Beach, NC",United States,60J,Odel Williamson Municipal Arpt,Non-Fatal,Substantial,Airplane,CESSNA,177rg,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,False
20090404X75354,Accident,ERA09LA230,2009-04-04,"Centre, AL",United States,C22,Centre Municipal Airport,Fatal,Substantial,Airplane,CHAMPION,7hc,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,False
20090406X12052,Accident,WPR09LA179,2009-04-04,"Kalispell, MT",United States,MT53,Carson Field Airport,Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,reciprocating,skydiving,0.0,0.0,0.0,1.0,vmc,,False
20090406X41140,Accident,WPR09CA182,2009-04-04,"Snohomish, WA",United States,S43,Harvey Field,Non-Fatal,Substantial,Airplane,CESSNA,172s,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,False
20090407X25858,Accident,ANC09CA028,2009-04-04,"Skwentna, AK",United States,,,Non-Fatal,Substantial,Airplane,PIPER,pa-12,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090407X30713,Accident,ANC09CA029,2009-04-04,"Chickaloon, AK",United States,,,Non-Fatal,Substantial,Airplane,MAULE,m-4-210c,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090406X21848,Accident,WPR09CA180,2009-04-05,"Sonoma, CA",United States,0Q9,Sonoma Skypark,Non-Fatal,Substantial,Airplane,BEECH,a36,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090406X62549,Accident,CEN09CA237,2009-04-05,"North Little Rock, AR",United States,ORK,North Little Rock Municipal,Non-Fatal,Substantial,Airplane,PIPER,pa-22-160,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090407X73042,Accident,ERA09CA234,2009-04-05,"Charleston, SC",United States,JZI,Charleston Executive Airport,Non-Fatal,Substantial,Airplane,CESSNA,172rg,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090515X70740,Accident,WPR09LA244,2009-04-05,"Pacific Ocean, PO",United States,,,Non-Fatal,Substantial,Helicopter,HUGHES,369hs,No,1.0,turbo shaft,aerial observation,0.0,0.0,0.0,2.0,vmc,,False
20090409X45927,Accident,ERA09WA237,2009-04-06,"Valdivia, Chile",Chile,SCVL,Las Marias Airport,Fatal,Substantial,Airplane,PIPER,pa-34,No,2.0,,unknown,1.0,0.0,2.0,0.0,,,False
20090405X75414,Accident,ERA09FA235,2009-04-07,"Chesnee, SC",United States,,,Fatal,Substantial,Airplane,GRUMMAN,aa-1b,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,False
20090407X62810,Accident,CEN09LA239,2009-04-07,"Corning, AR",United States,4M9,Corning Municipal Airport,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,at-301,No,1.0,reciprocating,ferry,0.0,0.0,0.0,1.0,,,False
20090408X53727,Accident,WPR09LA184,2009-04-07,"Corvallis, OR",United States,CVO,Corvallis Municipal,Non-Fatal,Substantial,Helicopter,SIKORSKY,ch-54b,No,2.0,turbo shaft,instructional,0.0,0.0,0.0,2.0,vmc,,False
20090408X61009,Accident,WPR09CA185,2009-04-07,"Richland, WA",United States,RLD,Richland,Non-Fatal,Substantial,Airplane,CESSNA,172l,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090409X05621,Accident,CEN09GA242,2009-04-08,"Pittsville, WI",United States,,,Fatal,,Airplane,CESSNA,337,No,2.0,reciprocating,firefighting,1.0,0.0,0.0,0.0,vmc,,False
20090413X22127,Accident,WPR09LA189,2009-04-08,"Roseburg, OR",United States,RBG,Roseburg Regional,Non-Fatal,Substantial,Airplane,BEECH,a36tc,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090417X91001,Accident,CEN09LA252,2009-04-08,"Gulf of Mexico, TX",United States,GLS,Scholes International Airport,Non-Fatal,Substantial,Helicopter,BELL,222b,No,2.0,turbo shaft,,0.0,0.0,0.0,5.0,vmc,,False
20090420X61500,Incident,CEN09IA254,2009-04-08,"Vick, TX",United States,,,Non-Fatal,Minor,Helicopter,BELL,206,No,1.0,turbo shaft,,0.0,0.0,0.0,4.0,vmc,,False
20090430X13727,Accident,WPR09LA221,2009-04-08,"Bullhead City, AZ",United States,A09,Eagle Airpark,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,a36,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090622X25719,Accident,CEN09WA370,2009-04-08,"Cubiri, Mexico",Mexico,,,Fatal,Destroyed,Helicopter,EUROCOPTER,as350b2,No,1.0,turbo shaft,other work use,3.0,0.0,0.0,0.0,vmc,,True
20090409X03403,Accident,CEN09FA241,2009-04-09,"Edinburg, TX",United States,,,Fatal,Destroyed,Airplane,CESSNA,t210n,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,True
20090414X90637,Accident,CEN09CA246,2009-04-09,"Burnet, TX",United States,BMQ,Burnet Municipal Airport,Non-Fatal,Substantial,Airplane,CESSNA,195,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090414X92056,Accident,CEN09LA247,2009-04-09,"Stigler, OK",United States,,Private strip,Non-Fatal,Substantial,Airplane,CESSNA,182t,No,1.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,,False
20090416X34536,Accident,ERA09CA246,2009-04-09,"Scranton, PA",United States,AVP,Wilkes-Barre/ Scranton,Non-Fatal,Substantial,Airplane,PIPER,pa20,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090628X24455,Accident,DCA09WA061,2009-04-09,"Tizintichka, Macao",Macao,,,Fatal,Destroyed,Airplane,CIRRUS,sr-22,No,1.0,,personal,4.0,0.0,0.0,0.0,vmc,,True
20090410X73921,Accident,ANC09LA030,2009-04-10,"Nunapitchuk, AK",United States,16A,Nunapitchuk,Non-Fatal,Substantial,Airplane,PIPER,pa-32-300,No,1.0,reciprocating,,0.0,0.0,0.0,1.0,vmc,,False
20090414X30422,Accident,CEN09WA248,2009-04-10,"Steep, Hampshire, UK, United Kingdom",United Kingdom,,,Fatal,Destroyed,Airplane,PIPER,pa-28-181,No,1.0,reciprocating,,2.0,0.0,0.0,0.0,,,True
20090413X04435,Accident,CEN09CA245,2009-04-11,"Granger, TX",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,r182,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,,False
20090413X23002,Accident,WPR09FA192,2009-04-11,"San Diego, CA",United States,,,Fatal,Destroyed,Airplane,PIPER,pa-24-250,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,,True
20090416X24510,Accident,ERA09CA245,2009-04-11,"Tampa, FL",United States,TPF,Peter O'Knight Airport,Non-Fatal,Substantial,Airplane,PIPER,pa-18-150,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,,False
20090618X13510,Accident,WPR09WA292,2009-04-11,"Vientiane, Latvia",Latvia,,,Non-Fatal,Substantial,Airplane,CESSNA,208,No,1.0,,,0.0,0.0,0.0,13.0,,,False
20090413X62630,Incident,ERA09IA240,2009-04-12,"Fort Myers, FL",United States,RSW,Southwest Florida Int'l,Fatal,,Airplane,BEECH,b200,No,2.0,turbo prop,personal,1.0,0.0,0.0,4.0,vmc,,False
20090414X14441,Accident,WPR09CA193,2009-04-13,"Dubois, WY",United States,,,Non-Fatal,Substantial,Airplane,PIPER,pa-28-140,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,False
20090414X35813,Accident,ERA09WA241,2009-04-13,"Concepcion, Saint Barthelemy",Saint Barthelemy,SLCP,Concepcion,Fatal,Destroyed,Airplane,CESSNA,210,No,1.0,,,4.0,0.0,0.0,0.0,vmc,,True
20090414X60529,Accident,CEN09CA249,2009-04-13,"Montrose, CO",United States,KMTJ,Montrose Regional Airport,Non-Fatal,Substantial,Airplane,PIPER,j3c,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090715X84357,Accident,ERA09CA404,2009-04-13,"York, PA",United States,THV,York Airport,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,False
20090415X84547,Accident,ERA09CA242,2009-04-14,"Bessemer, AL",United States,EKY,Bessemer Airport,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,snj,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090416X72609,Accident,WPR09CA194,2009-04-14,"Las Vegas, NV",United States,VGT,North Las Vegas Airport,Non-Fatal,Substantial,Airplane,CESSNA,182a,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,,False
20090415X51344,Accident,ERA09CA243,2009-04-15,"Madison, MS",United States,MBO,Bruce Campbell Field,Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,,False
20090415X54626,Accident,ANC09LA032,2009-04-15,"Anchorage, AK",United States,MRI,Merrill Field,Non-Fatal,Substantial,Airplane,PIPER,pa-14,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090416X73114,Accident,WPR09LA196,2009-04-15,"Glendale, AZ",United States,GEU,Glendale Municipal,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,reciprocating,instructional,0.0,2.0,0.0,0.0,vmc,,False
20090416X12518,Accident,WPR09CA199,2009-04-16,"Bisbee, AZ",United States,Priv,Private Ranch 47,Non-Fatal,Substantial,Airplane,CESSNA,a185f,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,,False
20090416X45406,Accident,ERA09LA247,2009-04-16,"Cross City, FL",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,False
20090416X73337,Accident,WPR09LA197,2009-04-16,"Lopez Island, WA",United States,,,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,a36,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,,False
20090420X43819,Accident,WPR09LA204,2009-04-16,"Los Angeles, CA",United States,WHP,Whiteman Airport,Non-Fatal,Substantial,Airplane,MAULE,m-5-235c,No,1.0,reciprocating,personal,0.0,1.0,0.0,1.0,vmc,,False
20090417X25758,Accident,ANC09LA034,2009-04-17,"Talkeetna, AK",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090417X30037,Accident,ERA09FA248,2009-04-17,"Oakland Park, FL",United States,FXE,Fort Lauderdale Executive,Fatal,Substantial,Airplane,CESSNA,421b,No,2.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,False
20090417X52150,Accident,ERA09CA249,2009-04-17,"West Palm Beach, FL",United States,,,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,turbo shaft,positioning,0.0,0.0,0.0,1.0,vmc,,False
20090420X32315,Accident,ERA09WA253,2009-04-17,"Canaima, Venezuela",Venezuela,SVCN,Aerodromo De Canaima,Fatal,Substantial,Airplane,CESSNA,208,No,1.0,,,1.0,5.0,6.0,0.0,vmc,,False
20090828X50844,Incident,DCA09WA075,2009-04-17,"Batco, Chile",Chile,SCEL,Arturo Merino Benitez Airport,Non-Fatal,,Airplane,MCDONNELL DOUGLAS,md11,No,3.0,,,0.0,0.0,0.0,5.0,,,False
20090419X13810,Accident,ERA09CA251,2009-04-18,"Southbridge, MA",United States,3B0,Southbridge Municipal Airport,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,bc12-d,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090419X93640,Accident,WPR09FA200,2009-04-18,"San Jose, CA",United States,,,Fatal,Substantial,Airplane,CHAMPION,7eca,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,,False
20090421X81417,Accident,CEN09LA256,2009-04-18,"McAllen, TX",United States,KMFE,McAllen Miller International,Non-Fatal,,Airplane,BOEING,737-724,No,2.0,turbo jet,,0.0,3.0,1.0,105.0,vmc,,False
20090420X01533,Accident,WPR09LA205,2009-04-20,"Carlsbad, CA",United States,CRQ,McClellan-Palomar Airport,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090422X00452,Accident,WPR09FA212,2009-04-20,"Moab, UT",United States,CNY,Canyonlands Field Airport,Non-Fatal,Substantial,Airplane,CESSNA,t210l,No,1.0,reciprocating,,0.0,0.0,0.0,6.0,vmc,,False
20090422X60347,Accident,WPR09CA209,2009-04-20,"Livermore, CA",United States,LVK,Livermore Municipal Airport,Non-Fatal,Substantial,Airplane,CESSNA,172p,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,False
20090424X50554,Accident,DCA09FA045,2009-04-20,"New York, NY",United States,KJFK,John F. Kennedy International,Non-Fatal,Substantial,Airplane,BOEING,767,No,2.0,turbo fan,,0.0,0.0,0.0,220.0,vmc,,False
20090421X92338,Accident,WPR09CA206,2009-04-21,"Corona, CA",United States,KAJO,Corona Aiport,Non-Fatal,Substantial,Airplane,CESSNA,172m,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090427X62717,Accident,ERA09LA269,2009-04-21,"Frederick, MD",United States,FDK,Frederick Municipal,Non-Fatal,Substantial,Airplane,CESSNA,208,No,1.0,turbo prop,ferry,0.0,0.0,0.0,1.0,vmc,,False
20090421X22611,Accident,WPR09LA208,2009-04-22,"Groveland, CA",United States,E45,Pine Mountain Lake Airport,Non-Fatal,Substantial,Airplane,BEECH,v35b,No,1.0,reciprocating,instructional,0.0,1.0,1.0,0.0,vmc,,False
20090422X54315,Accident,CEN09CA260,2009-04-22,"Richmond, IN",United States,RID,Richmond Municipal Airport,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,,False
20090422X74907,Accident,WPR09CA210,2009-04-22,"Tucson, AZ",United States,RYN,Ryan Field Airport,Non-Fatal,Substantial,Airplane,CESSNA,172e,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090423X20338,Accident,ERA09LA257,2009-04-22,"Moultrie, GA",United States,MUL,Spence Field,Non-Fatal,Substantial,Airplane,MAULE,m-5-180c,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,,,False
20090423X32100,Accident,WPR09LA213,2009-04-22,"Las Vegas, NV",United States,,,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269c,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,,False
20090423X80858,Accident,CEN09CA264,2009-04-22,"Rangely, CO",United States,4V0,Rangely Airport,Non-Fatal,Substantial,Airplane,CESSNA,182t,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090429X65017,Accident,CEN09CA268,2009-04-22,"Terrell, TX",United States,1F7,Airpark East Airport,Non-Fatal,Substantial,Airplane,LUSCOMBE,8,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090423X05546,Accident,ERA09LA261,2009-04-23,"Hilliard, FL",United States,01J,Hilliard Airpark,Non-Fatal,Substantial,Airplane,PIPER,pa-28r-200,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,,False
20090423X30732,Accident,ERA09LA258,2009-04-23,"Pinehurst, GA",United States,NONE,Private Airstrip,Fatal,Substantial,Airplane,CESSNA,a188b,No,1.0,reciprocating,aerial application,1.0,0.0,0.0,0.0,vmc,,False
20090430X85033,Accident,CEN09CA270,2009-04-23,"Kent, TX",United States,None,None,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,r44 ii,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,,False
20090424X12414,Accident,WPR09LA214,2009-04-24,"Hanford, CA",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,t210m,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,,False
20090426X53554,Accident,ERA09LA264,2009-04-24,"Moncks Corner, SC",United States,MKS,Berkeley County Airport,Non-Fatal,Substantial,Airplane,MOONEY,m20j,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090427X64827,Accident,ERA09CA270,2009-04-24,"Kingston, NY",United States,20N,Kingston-Ulster Airport,Non-Fatal,Substantial,Airplane,CESSNA,150g,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090428X01217,Accident,ERA09LA271,2009-04-24,"Kinston, NC",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090501X74739,Accident,ERA09CA278,2009-04-24,"Pinehurst, NC",United States,SOP,Moore County Airport,Non-Fatal,Substantial,Airplane,CESSNA,172n,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,False
20090426X53921,Accident,ERA09CA265,2009-04-25,"Como, MS",United States,NONE,Private Airstrip,Non-Fatal,Substantial,Airplane,CESSNA,172e,No,1.0,reciprocating,personal,0.0,1.0,0.0,1.0,vmc,,False
20090428X12552,Accident,ANC09LA035,2009-04-26,"Palmer, AK",United States,,,Non-Fatal,Substantial,Airplane,PIPER,pa-18-135,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090427X02120,Incident,ERA09IA267,2009-04-27,"Nantucket, MA",United States,ACK,Nantucket Memo Airport,Non-Fatal,Minor,Airplane,CESSNA,402c,No,2.0,reciprocating,,0.0,0.0,0.0,9.0,vmc,,False
20090428X03450,Accident,ERA09LA272,2009-04-27,"Chesterfield, SC",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,reciprocating,aerial observation,0.0,2.0,0.0,0.0,vmc,,False
20090428X52047,Accident,DCA09WA046,2009-04-27,"Guadalajara, Mexico",Mexico,GDL,Guadalajara,Non-Fatal,Substantial,,BOEING,737,No,2.0,,,0.0,4.0,0.0,112.0,,,False
20090429X62952,Accident,ERA09CA274,2009-04-27,"Waycross, GA",United States,AYS,Waycross-Ware County Airport,Non-Fatal,Substantial,Airplane,CESSNA,150k,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090428X81708,Accident,CEN09FA267,2009-04-28,"Mayfield Village, OH",United States,CGF,Cuyahoga County,Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,sr22,No,1.0,reciprocating,business,2.0,0.0,0.0,0.0,imc,,True
20090429X91658,Accident,ANC09LA036,2009-04-28,"Chugiak, AK",United States,BCV,Birchwood,Non-Fatal,Substantial,Airplane,PIPER,pa-24-180,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,,False
20090430X41842,Accident,CEN09CA272,2009-04-29,"Patterson, LA",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,a185f,No,1.0,reciprocating,executive/corporate,0.0,2.0,0.0,0.0,vmc,,False
20090430X00505,Accident,CEN09CA271,2009-04-29,"Harlingen, TX",United States,,,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,r22 beta,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090430X35728,Accident,ERA09CA275,2009-04-29,"Georgetown, SC",United States,GGE,Georgetown County Airport,Non-Fatal,Substantial,Airplane,PIPER,pa-12,No,1.0,reciprocating,other work use,0.0,0.0,0.0,2.0,vmc,,False
20090628X42219,Accident,DCA09WA060,2009-04-29,"Kwilu, Bandundu, Central Africa",Central Africa,,,Fatal,Destroyed,,BOEING,737,No,2.0,,ferry,7.0,0.0,0.0,0.0,,,True
20090430X23850,Accident,WPR09CA220,2009-04-30,"Arvin, CA",United States,,,Non-Fatal,Substantial,Helicopter,BELL,oh-58a,No,1.0,turbo shaft,aerial application,0.0,0.0,0.0,1.0,vmc,,False
20090501X64902,Accident,ERA09CA277,2009-04-30,"Great Barrington, MA",United States,GBR,Walter J. Koladza Airport,Non-Fatal,Substantial,Airplane,PIPER,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090501X94934,Accident,CEN09CA273,2009-04-30,"New Braunfels, TX",United States,KBAZ,New Braunfels Municipal,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,r22 beta,No,1.0,reciprocating,flight test,0.0,0.0,0.0,2.0,vmc,,False
20090504X94836,Accident,ERA09CA280,2009-04-30,"Greenville, ME",United States,3B1,Greenville Municipal Airport,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090501X90155,Accident,WPR09LA223,2009-05-01,"Puyallup, WA",United States,PLU,Pierce County,Non-Fatal,Substantial,Airplane,CESSNA,182q,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,,False
20090504X21314,Accident,WPR09CA225,2009-05-01,"Atomic City, ID",United States,U48,Coxs Well,Non-Fatal,Substantial,Airplane,RANS,s-7,Yes,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090518X03641,Incident,ENG09WA006,2009-05-01,"Guayaquil, Spain",Spain,GYE,Simon Bolivar International,,,Airplane,BOEING,757-236,No,,turbo fan,unknown,0.0,0.0,0.0,0.0,,,False
20091105X31033,Incident,DCA10WA008,2009-05-02,"Antalya, Turkey",Turkey,,,,Minor,,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,False
20090503X11102,Accident,WPR09CA224,2009-05-03,"Cottonwood, AZ",United States,,,Non-Fatal,Substantial,Helicopter,ROBINSON,r44,No,1.0,reciprocating,other work use,0.0,0.0,0.0,4.0,vmc,,False
20090505X44353,Accident,CEN09LA277,2009-05-03,"Surrey, ND",United States,MOT,Minot International,Fatal,Destroyed,Airplane,CHAMPION,7gcbc,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,,True
20090506X65132,Accident,CEN09CA280,2009-05-03,"Opelousas, LA",United States,KOPL,St Landry Parish Airport,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,False
20090504X02231,Accident,WPR09LA227,2009-05-04,"Colfax, WA",United States,S94,Colfax,Non-Fatal,Substantial,Airplane,GRUMMAN,g-164b,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,,False
20090504X40445,Accident,CEN09LA274,2009-05-04,"Addison, TX",United States,ADS,Addison Airport,Non-Fatal,Substantial,Airplane,BEECH,35-c33,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,,False
20090505X03225,Accident,CEN09CA275,2009-05-04,"High Island 138,",United States,000,High Island 138,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,turbo shaft,positioning,0.0,0.0,0.0,1.0,vmc,,False
20090505X04553,Accident,DCA09FA047,2009-05-04,"Denver, CO",United States,KDEN,Denver International,Non-Fatal,Substantial,Airplane,AIRBUS,a320,No,2.0,turbo fan,,0.0,4.0,0.0,150.0,vmc,,False
20090506X74449,Accident,ANC09CA037,2009-05-05,"Haines, AK",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090507X35030,Accident,CEN09LA281,2009-05-05,"Stillwater, OK",United States,,,Non-Fatal,Substantial,Airplane,CESSNA,551,No,2.0,turbo jet,personal,0.0,0.0,0.0,2.0,imc,,False
20090506X32230,Accident,ERA09FA283,2009-05-06,"Lantana, FL",United States,LNA,Palm Beach County Park,Fatal,Substantial,Airplane,BEECH,k35,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,,False
20090506X83403,Accident,ANC09LA038,2009-05-06,"Bethel, AK",United States,PABE,Bethel Airport,Non-Fatal,Substantial,Airplane,CESSNA,tu206,No,1.0,reciprocating,,0.0,1.0,0.0,0.0,vmc,,False
20090507X00926,Accident,DCA09FA048,2009-05-06,"Baltimore, MD",United States,KBWI,Baltimore,Non-Fatal,Substantial,Airplane,BOEING,dc-10,No,3.0,turbo fan,,0.0,11.0,1.0,168.0,vmc,,False
20090507X23704,Accident,CEN09CA282,2009-05-06,"Seminole, OK",United States,SRE,Seminole Municipal Airport,Non-Fatal,Substantial,Airplane,PIPER,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090508X25301,Accident,WPR09LA230,2009-05-07,"Santa Rosa, CA",United States,KSTS,Charles M Schulz - Sonoma Coun,Non-Fatal,Substantial,Airplane,CESSNA,t210g,No,1.0,reciprocating,personal,0.0,2.0,0.0,1.0,vmc,,False
20090508X50741,Accident,ERA09LA284,2009-05-07,"Winter Haven, FL",United States,GIF,Winter Haven's Gilbert Airport,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,r22 beta,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090511X95840,Accident,CEN09WA286,2009-05-07,"Veracruz, Mexico",Mexico,MMVR,General Heriberto Jara Corona,Fatal,Destroyed,Airplane,CESSNA,340,No,2.0,reciprocating,business,3.0,0.0,1.0,0.0,vmc,,True
20090511X84617,Accident,DCA09WA049,2009-05-08,"Riyadh, Saudi Arabia",Saudi Arabia,,,Non-Fatal,Substantial,,MCDONNELL DOUGLAS,md90,No,2.0,,,0.0,0.0,0.0,8.0,,,False
20090420X55410,Accident,CEN09CA253,2009-05-08,"Roanoke, TX",United States,52F,Northwest Regional,Non-Fatal,Substantial,Airplane,CESSNA,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
20090511X84350,Accident,CEN09LA284,2009-05-08,"Alpine, TX",United States,E38,Alpine-Casparis Municipal Apt,Non-Fatal,Substantial,Airplane,CESSNA,421b,No,2.0,reciprocating,positioning,0.0,1.0,0.0,0.0,vmc,,False
20090514X11858,Accident,CEN09CA295,2009-05-08,"Lisse, TX",United States,KELA,Eagle Lake Airport,Non-Fatal,Substantial,Airplane,AIR TRACTOR,at502,No,1.0,turbo prop,aerial application,0.0,1.0,0.0,0.0,vmc,,False
20090509X11335,Accident,WPR09FA235,2009-05-09,"Minden, NV",United States,KMIV,Minden-Tahoe Airport,Fatal,Substantial,Airplane,BEECH,95,No,2.0,reciprocating,personal,5.0,0.0,0.0,0.0,vmc,,False
20090509X92235,Accident,WPR09CA233,2009-05-09,"Coeur d'Alene, ID",United States,COE,Pappy Boyington Field Airport,Non-Fatal,Substantial,Airplane,CESSNA,172r,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,False
20090513X60124,Accident,WPR09LA242,2009-05-09,"Madera, CA",United States,KMAE,Madera Municipal Airport,Non-Fatal,Substantial,Airplane,CESSNA,182m,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,False
