event_id,investigation_type,accident_number,event_date,location,country,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,is_destroyed
20001214X42095,Accident,SEA83LA036,1983-01-01,"NEWPORT, OR",United States,ONP,NEWPORT MUNICIPAL,Non-Fatal,Substantial,,Cessna,182p,No,1.0,reciprocating,personal,0.0,0.0,1.0,3.0,vmc,approach,False
20001214X42067,Accident,MKC83LA056,1983-01-01,"WOODBINE, IA",United States,3YR,MUNICIPAL,Non-Fatal,Substantial,,Cessna,182rg,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42063,Accident,MKC83LA050,1983-01-01,"MARYVILLE, MO",United States,78Y,RANKIN,Non-Fatal,Substantial,,Cessna,182p,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X42018,Accident,LAX83FUG11,1983-01-01,"UPLAND, CA",United States,CCB,CABLE,Non-Fatal,Substantial,,Piper,pa-28r-200,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,approach,False
20001214X41951,Accident,CHI83LA074,1983-01-01,"SPRINGBROOK, WI",United States,,SPRINGBROOK,Non-Fatal,Substantial,,Cessna,140,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42064,Accident,MKC83LA051,1983-01-02,"INDIANOLA, IA",United States,,,Non-Fatal,,,Balloon Works,firefly 7b,No,0.0,unknown,personal,0.0,1.0,0.0,1.0,vmc,landing,False
20001214X42010,Accident,LAX83FA064,1983-01-02,"MONTEREY, CA",United States,,,Non-Fatal,Destroyed,,Cessna,340a,No,2.0,reciprocating,personal,0.0,0.0,4.0,0.0,vmc,takeoff,True
20001214X41937,Accident,CHI83FA069,1983-01-02,"GENOA CITY, WI",United States,64C,VINCENT,Fatal(2),Destroyed,,North American,t-6g,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,True
20001214X41919,Accident,ATL83FA081,1983-01-02,"BEAUFORT, SC",United States,,,Fatal(3),Destroyed,,Piper,pa-24-250,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,imc,cruise,True
20001214X42051,Accident,MIA83LA056,1983-01-02,"NEAR VERO BEACH, FL",United States,,,Non-Fatal,Substantial,,Piper,pa-32-301r,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,maneuvering,False
20001214X41994,Accident,FTW83LA073,1983-01-02,"BIG SPRING, TX",United States,21XS,BIG SPRING MUNICIPAL,Non-Fatal,Substantial,,Beech,v-35b,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,takeoff,False
20001214X41976,Accident,DEN83LA047,1983-01-02,"VERNAL, UT",United States,VEL,VERNAL MUNI.,Non-Fatal,Substantial,,Beech,a36,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001214X41950,Accident,CHI83LA073,1983-01-02,"MONEE, IL",United States,C56,SANGER,Non-Fatal,Substantial,,Cessna,180,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,landing,False
20001214X41948,Accident,CHI83LA071,1983-01-02,"PLATO CENTER, IL",United States,LL53,OLSON,Non-Fatal,Substantial,,Cessna,170,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,landing,False
20001214X41947,Accident,CHI83LA070,1983-01-02,"GREENBURG, IN",United States,,,Non-Fatal,Substantial,,Cessna,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,cruise,False
20001214X41927,Accident,ATL83LA080,1983-01-02,"LAUREL, MS",United States,PIB,PINE BELT REGIONAL,Non-Fatal,Substantial,,Swearingen,sa-226tc,No,2.0,turbo prop,personal,0.0,0.0,0.0,20.0,imc,cruise,False
20001214X41924,Accident,ATL83FIG03,1983-01-02,"HANCOCK, MD",United States,W35,POTOMAC AIRPARK,Fatal(1),Substantial,,Cessna,172f,No,1.0,reciprocating,personal,1.0,1.0,2.0,0.0,vmc,maneuvering,False
20001214X42087,Accident,SEA83FA038,1983-01-03,"WILLARD, WA",United States,,,Fatal(5),Destroyed,,Cessna,t303,No,2.0,reciprocating,business,5.0,0.0,0.0,0.0,imc,climb,True
20001214X42017,Accident,LAX83FUA02,1983-01-03,"AVALON, CA",United States,AVX,CATALINA,Fatal(2),Destroyed,,Piper,pa-28-161,No,1.0,reciprocating,personal,2.0,2.0,0.0,0.0,vmc,go-around,True
20001214X41966,Accident,DCA83AA010,1983-01-03,"HAILEY, ID",United States,SUN,FRIEDMAN MEMORIAL,Fatal(2),Destroyed,,Canadair,cl-600-1a11,No,2.0,turbo fan,executive/corporate,2.0,0.0,0.0,0.0,vmc,approach,True
20001214X42023,Accident,LAX83FXQ02,1983-01-03,"MAMMOTH LAKES, CA",United States,MMF,MAMMOTH,Non-Fatal,Substantial,,Piper,pa-28-235,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,climb,False
20001214X42011,Accident,LAX83FA066,1983-01-03,"VAN NUYS, CA",United States,VNY,VAN NUYS,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41949,Accident,CHI83LA072,1983-01-03,"DETROIT, MI",United States,DET,DETROIT CITY,Non-Fatal,Substantial,,Piper,pa-38-112,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41995,Accident,FTW83LA075,1983-01-03,"ORLA, TX",United States,,,Non-Fatal,Substantial,,Cessna,t210n,No,1.0,reciprocating,unknown,0.0,1.0,0.0,0.0,vmc,cruise,False
20001214X42021,Accident,LAX83FUJ11,1983-01-04,"PHOENIX, AZ",United States,PHX,PHX SKY HARBOR,Non-Fatal,Substantial,,Douglas,a26c,No,2.0,reciprocating,unknown,0.0,0.0,0.0,3.0,unk,taxi,False
20001214X42086,Accident,SEA83FA037,1983-01-05,"PORTLAND, OR",United States,TTD,PORTLAND-TROUTDALE,Fatal(1),Destroyed,,Cessna,t210n,No,1.0,reciprocating,unknown,1.0,0.0,0.0,0.0,imc,descent,True
20001214X42080,Accident,NYC83LA048,1983-01-05,"GRANVILLE, PA",United States,,,Non-Fatal,Destroyed,,North American,at-6d,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,cruise,True
20001214X42071,Accident,NYC83FA049,1983-01-05,"ATLANTIC CITY, NJ",United States,ACY,ATLANTIC CITY,Fatal(2),Destroyed,,Piper,pa-30,No,2.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,cruise,True
20001214X41969,Accident,DEN83FA044,1983-01-05,"ALMY, WY",United States,EVW,EVANSTON MUNI,Fatal(1),Destroyed,,Piper,aerostar 602p,No,2.0,reciprocating,business,1.0,0.0,0.0,0.0,vmc,approach,True
20001214X41939,Accident,CHI83FA076,1983-01-05,"HANOVER PARK, IL",United States,063,SCHAUMBURG,Fatal(3),Destroyed,,Cessna,172m,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,imc,takeoff,True
20001214X41938,Accident,CHI83FA075,1983-01-05,"LINDENWOOD, IL",United States,,,Fatal(3),Destroyed,,Mooney,m-20d,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,imc,approach,True
20001214X41920,Accident,ATL83FA083,1983-01-05,"PEACHTREE CITY, GA",United States,2A9,FALCON,Non-Fatal,Destroyed,,Beech,c23,No,1.0,reciprocating,personal,0.0,4.0,0.0,0.0,vmc,takeoff,True
20001214X42079,Accident,NYC83LA047,1983-01-05,"CENTRE HALL, PA",United States,N16,CENTRE,Non-Fatal,Substantial,,Cessna,172n,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41928,Accident,ATL83LA082,1983-01-05,"HORSE CAVE, KY",United States,,,Non-Fatal,Substantial,,Cessna,t210l,Yes,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42044,Accident,MIA83FA057,1983-01-06,"LA BELLE, FL",United States,,,Fatal(2),Destroyed,,Cessna,152,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,maneuvering,True
20001214X41996,Accident,FTW83LA077,1983-01-06,"SAN ANGELO, TX",United States,SJT,SAN ANGELO,Non-Fatal,Destroyed,,Cessna,172rg,No,1.0,reciprocating,aerial observation,0.0,0.0,0.0,1.0,vmc,,True
20001214X41975,Accident,DEN83LA046,1983-01-06,"GREAT FALLS, MT",United States,,,Non-Fatal,Destroyed,,Bell,47g-3b-2 (soloy),No,1.0,turbo shaft,public aircraft,0.0,0.0,0.0,2.0,vmc,maneuvering,True
20001214X42026,Accident,LAX83LA068,1983-01-06,"BAKERSFIELD, CA",United States,L45,BAKERSFIELD,Non-Fatal,Substantial,,Piper,pa-28-161,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,imc,approach,False
20001214X41973,Accident,DEN83FTE05,1983-01-06,"COLO SPRINGS, CO",United States,,,Non-Fatal,Substantial,Glider,Schweizer,1-36,No,0.0,,personal,0.0,0.0,0.0,1.0,vmc,maneuvering,False
20001214X41970,Accident,DEN83FA045,1983-01-06,"SULA, MT",United States,,,Fatal(1),Substantial,,Bell,206b iii,No,1.0,turbo shaft,personal,1.0,1.0,0.0,0.0,imc,cruise,False
20001214X41918,Accident,ANC84LA001,1983-01-06,"TOGIAK, AK",United States,TOG,TOGIAK,Non-Fatal,Substantial,,Cessna,185,No,1.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001214X41912,Accident,ANC83LA029,1983-01-06,"TIGVARIAK ISL., AK",United States,1,,Non-Fatal,Substantial,,Bell,212,No,2.0,turbo shaft,unknown,0.0,0.0,0.0,8.0,vmc,landing,False
20001214X42096,Accident,SEA83LA039,1983-01-07,"NEAR YAKIMA, WA",United States,,,Non-Fatal,,,Boeing,727,No,3.0,turbo fan,unknown,0.0,1.0,0.0,36.0,imc,climb,False
20001214X42072,Accident,NYC83FA050,1983-01-07,"MONTGOMERY, NY",United States,MGJ,ORANGE COUNTY,Non-Fatal,Destroyed,,Piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,True
20001214X42043,Accident,LAX83LXQ03,1983-01-07,"2 MI EAST MINA, NV",United States,,,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,False
20001214X42027,Accident,LAX83LA069,1983-01-07,"NEAR VACAVILLE, CA",United States,,,Non-Fatal,Substantial,,Hiller,uh-12e,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X42005,Accident,FTW83LA095,1983-01-07,"HOUSTON, TX",United States,HOU,WM. P. HOBBY,Non-Fatal,Substantial,,Cessna,421c,No,2.0,reciprocating,executive/corporate,0.0,0.0,0.0,4.0,imc,landing,False
20001214X41999,Accident,FTW83LA082,1983-01-07,"MANGUM, OK",United States,,,Non-Fatal,Substantial,,Piper,pa-23-160,No,2.0,reciprocating,ferry,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41997,Accident,FTW83LA080,1983-01-07,"CANADIAN, TX",United States,1ES,HEMPHILL CO.,Non-Fatal,Substantial,,Beech,b35,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,approach,False
20001214X41977,Accident,DEN83LA048,1983-01-07,"GLADE PARK, CO",United States,,,Non-Fatal,Substantial,,Cessna,p210n,No,1.0,reciprocating,business,0.0,0.0,0.0,5.0,vmc,cruise,False
20001214X41904,Accident,ANC83FA030,1983-01-07,"ANIAK, AK",United States,ANI,ANIAK,Non-Fatal,Substantial,,Cessna,207a,No,1.0,reciprocating,unknown,0.0,0.0,0.0,7.0,vmc,takeoff,False
20051208X01953,Accident,SEA83LA209,1983-01-08,"Goldendale, WA",United States,,,Fatal(2),Destroyed,,Bellanca,14-19-3,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,cruise,True
20001214X42045,Accident,MIA83FA058,1983-01-08,"GREEN COVE SPGS, FL",United States,7 FL,HALLER AIRPORT,Fatal(2),Destroyed,,Cessna,150,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,takeoff,True
20001214X41983,Accident,FTW83FA078,1983-01-08,"ROMAYOR, TX",United States,,DUKES FIELD,Fatal(2),Destroyed,,Cessna,150k,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,True
20001214X42081,Accident,NYC83LA051,1983-01-08,"SUSSEX, NJ",United States,N63,SUSSEX,Non-Fatal,Substantial,,Cessna,140,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,takeoff,False
20001214X42073,Accident,NYC83FA052,1983-01-08,"MILFORD, CT",United States,BDR,SIKORSKI MEMORIAL,Non-Fatal,Substantial,,Robinson,r22,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42066,Accident,MKC83LA053,1983-01-08,"GREENWOOD, MO",United States,,,Non-Fatal,Substantial,,Balloon Works,fire fly 7-b,No,0.0,unknown,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001214X42009,Accident,FTW83LA107,1983-01-08,"CLYDE, TX",United States,6F4,ELMDALE,Non-Fatal,Substantial,,Grumman,g164a-450,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,False
20001214X41925,Accident,ATL83FKJ02,1983-01-08,"ELBA, AL",United States,14J,CARL FOLSOM,Non-Fatal,Substantial,,Luscombe,8e,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,approach,False
20001214X42041,Accident,LAX83LJA04,1983-01-09,"NEAR HONOLULU, HI",United States,,,Non-Fatal,Destroyed,,Piper,pa-28-151,No,1.0,reciprocating,personal,0.0,0.0,1.0,2.0,vmc,cruise,True
20001214X41984,Accident,FTW83FA079,1983-01-09,"CUSHING, OK",United States,,,Fatal(2),Destroyed,,Mooney,m20e,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,True
20001214X41935,Accident,ATL83MA084A,1983-01-09,"CHERRY POINT, NC",United States,,,Fatal(7),Destroyed,,Beech,d55,Yes,2.0,reciprocating,personal,7.0,0.0,0.0,2.0,vmc,cruise,True
20001214X42065,Accident,MKC83LA052,1983-01-09,"SPRINGFIELD, MO",United States,,,Non-Fatal,Substantial,,Beech,200,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42000,Accident,FTW83LA083,1983-01-09,"BANDERA, TX",United States,T33,FLYING L. RANCH,Non-Fatal,Substantial,,Piper,pa-28r-200,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,taxi,False
20001214X41953,Accident,CHI83LA078,1983-01-09,"ASHKUM, IL",United States,,,Non-Fatal,Substantial,,Mooney,m20a,No,1.0,reciprocating,ferry,0.0,0.0,0.0,1.0,vmc,cruise,False
20001214X41935,Accident,ATL83MA084B,1983-01-09,"CHERRY POINT, NC",United States,,,Fatal(7),Substantial,,Mcdonnell Douglas,f4c,Yes,2.0,turbo jet,public aircraft,7.0,0.0,0.0,2.0,vmc,maneuvering,False
20001214X42062,Incident,MKC83IA054,1983-01-10,"ST. LOUIS, MO",United States,STL,LAMBERT-ST. LOUIS,Incident,Minor,,Cessna,402b,No,2.0,reciprocating,unknown,0.0,0.0,0.0,4.0,vmc,standing,False
20001214X42052,Accident,MIA83LA059,1983-01-10,"NEW SMYRNA BCH, FL",United States,34J,NEW SMYRNA BEACH,Non-Fatal,Substantial,,Enstrom,f-28a,No,1.0,reciprocating,ferry,0.0,0.0,1.0,1.0,vmc,maneuvering,False
20001214X42028,Accident,LAX83LA070,1983-01-10,"PALO ALTO, CA",United States,PAO,PALO ALTO,Non-Fatal,Substantial,,Cessna,150l,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X41913,Accident,ANC83LA031,1983-01-10,"WAINWRIGHT, AK",United States,5WW,WAINWRIGHT,Non-Fatal,Substantial,,Piper,pa-32r-301,No,1.0,reciprocating,unknown,0.0,0.0,0.0,6.0,vmc,landing,False
20001214X41992,Incident,FTW83IA084,1983-01-11,"HOUSTON, TX",United States,IAH,HOUSTON INTERCONT.,Incident,,,Bell,222,No,2.0,turbo shaft,unknown,0.0,0.0,0.0,6.0,vmc,cruise,False
20001214X41968,Accident,DCA83AA014,1983-01-11,"DETROIT, MI",United States,DTW,DETROIT METRO,Fatal(3),Destroyed,,Mcdonnell Douglas,dc-8-54f,No,4.0,turbo fan,,3.0,0.0,0.0,0.0,vmc,takeoff,True
20001214X42088,Accident,SEA83FA040,1983-01-11,"NEWPORT, OR",United States,ONP,NEWPORT MUNICIPAL,Non-Fatal,Substantial,,Bell,206b,No,1.0,turbo shaft,personal,0.0,0.0,0.0,3.0,vmc,takeoff,False
20001214X41998,Accident,FTW83LA081,1983-01-11,"TEMPLE, TX",United States,TPL,TEMPLE MUNICIPAL,Non-Fatal,Substantial,,Cessna,170a,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41929,Accident,ATL83LA087,1983-01-11,"MADISON, GA",United States,52A,MADISON MUNICIPAL,Non-Fatal,Substantial,,Lockheed,18-56,No,2.0,reciprocating,executive/corporate,0.0,0.0,0.0,4.0,vmc,takeoff,False
20001214X41921,Accident,ATL83FA086,1983-01-11,"QUINTON, VA",United States,W96,NEW KENT,Non-Fatal,Substantial,,Champion,7eca,No,1.0,reciprocating,instructional,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001214X42058,Accident,MIA83LA070,1983-01-11,CULEBRA,,,,Non-Fatal,Destroyed,,Piper,pa-32-260,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,True
20001214X42089,Accident,SEA83FA041,1983-01-12,"REDMOND, OR",United States,RDM,ROBERT FIELD,Non-Fatal,Substantial,,Beech,35-b33,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41954,Accident,CHI83LA079,1983-01-12,"SPRINGFIELD, OH",United States,SGH,SPRINGFIELD,Non-Fatal,Substantial,,Piper,pa-38-112,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42090,Accident,SEA83FA042,1983-01-13,"SUNRIVER, OR",United States,S21,SUNRIVER,Fatal(1),Destroyed,,Bellanca,8kcab,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,maneuvering,True
20001214X41946,Incident,CHI83IA097,1983-01-13,"CHICAGO, IL",United States,ORD,O'HARE,Incident,Minor,,Mcdonnell Douglas,dc10-10,No,3.0,turbo jet,unknown,0.0,0.0,0.0,201.0,vmc,landing,False
20001214X41940,Accident,CHI83FA080,1983-01-13,"GLENVIEW, IL",United States,,,Non-Fatal,Destroyed,,Piper,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,approach,True
20001214X41910,Incident,ANC83IA034,1983-01-13,"NEAR CORDOVA, AK",United States,,,Incident,Minor,,Cessna,185,No,1.0,reciprocating,public aircraft,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41905,Accident,ANC83FA032,1983-01-13,"CORDOVA, AK",United States,,,Fatal(1),Destroyed,,Bell,206b,No,1.0,turbo shaft,public aircraft,1.0,1.0,0.0,0.0,vmc,cruise,True
20001214X41932,Accident,ATL83LA090,1983-01-13,"GREENVILLE, SC",United States,GMU,GREENVILLE,Non-Fatal,Substantial,,Piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42033,Accident,LAX83LA077,1983-01-14,"SAN MARTIN, CA",United States,Q99,SOUTH COUNTY,Non-Fatal,Substantial,,Cessna,r172k,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,approach,False
20001214X42002,Accident,FTW83LA090,1983-01-14,"BELLE CHASE, LA",United States,LA03,BELLE CHASE,Non-Fatal,Substantial,,Piper,pa-31-350,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41955,Accident,CHI83LA081,1983-01-14,"GREEN BAY, WI",United States,GRB,AUSTIN STRAUBEL,Non-Fatal,Substantial,,Cessna,172 rg,No,1.0,reciprocating,personal,0.0,1.0,1.0,0.0,imc,cruise,False
20001214X41971,Accident,DEN83FA049,1983-01-15,"SISSETON, SD",United States,8D3,SISSETON,Fatal(1),Destroyed,,Robinson,r22,No,1.0,reciprocating,instructional,1.0,0.0,0.0,0.0,imc,takeoff,True
20001214X42053,Accident,MIA83LA060,1983-01-15,"KEY LARGO, FL",United States,,,Non-Fatal,Substantial,,Cessna,336,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42030,Accident,LAX83LA072,1983-01-15,"BARSTOW, CA",United States,,,Non-Fatal,Substantial,,Piper,pa-38-112,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,cruise,False
20001214X42029,Accident,LAX83LA071,1983-01-15,"EL CAJON, CA",United States,SEE,GILLESPIE,Non-Fatal,Substantial,,Piper,pa-24-250,No,1.0,reciprocating,personal,0.0,2.0,2.0,0.0,vmc,takeoff,False
20001214X42003,Accident,FTW83LA091,1983-01-15,"NACOGDOCHES, TX",United States,OCH,EAST TEXAS REGIONAL,Non-Fatal,Substantial,,Grumman American,aa-5b,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X41986,Accident,FTW83FA092,1983-01-15,"MIDLAND, TX",United States,,,Non-Fatal,Substantial,,Cessna,150,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X41974,Accident,DEN83FTI03,1983-01-15,"GALEN, MT",United States,,,Non-Fatal,Substantial,,Piper,pa-18-150,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,False
20001214X41956,Accident,CHI83LA082,1983-01-15,"BRAINERD, MN",United States,,,Non-Fatal,Substantial,,Maule,m4-180c,No,1.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,descent,False
20001214X42024,Incident,LAX83IA073,1983-01-16,"LOS ANGELES, CA",United States,LAX,LOS ANGELES,Incident,Minor,,Boeing,747-123,No,4.0,turbo fan,personal,0.0,0.0,0.0,412.0,vmc,taxi,False
20001214X42076,Accident,NYC83FHA03,1983-01-16,"NEW HOPE, PA",United States,N54,BUEHL FIELD,Non-Fatal,Substantial,,Piper,pa-22-135,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,False
20001214X42022,Accident,LAX83FVM07,1983-01-16,"SAN JOSE, CA",United States,RHV,REID-HILLVIEW,Non-Fatal,Substantial,,Pitts,s1s,Yes,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,landing,False
20001214X42001,Accident,FTW83LA089,1983-01-16,"LOREAUVILLE, LA",United States,,WIND MILL,Non-Fatal,Substantial,,Cessna,a185f,No,1.0,reciprocating,personal,0.0,1.0,0.0,2.0,vmc,takeoff,False
20001214X41985,Accident,FTW83FA088,1983-01-16,"CARROLLTON, TX",United States,ADS,ADDISON,Non-Fatal,Substantial,,Cessna,172n,No,1.0,reciprocating,personal,0.0,1.0,0.0,2.0,vmc,approach,False
20001214X41958,Accident,CHI83LA084,1983-01-16,"WHEATON, IL",United States,,,Non-Fatal,Substantial,,Cessna,182,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X41957,Accident,CHI83LA083,1983-01-16,"CAMPBELL, MN",United States,,,Non-Fatal,Substantial,,Cessna,150,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,cruise,False
20001214X41906,Accident,ANC83FA033,1983-01-16,"ANCHORAGE, AK",United States,MR1,MERRILL,Non-Fatal,Substantial,,Champion,7hc,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001214X42004,Accident,FTW83LA093,1983-01-16,"BAY CITY, TX",United States,,,Non-Fatal,Substantial,,Douglas,dc-3,No,2.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,maneuvering,False
20001214X42097,Accident,SEA83LA043,1983-01-17,"POCATELLO, ID",United States,PIH,POCATELLO MUNI.,Non-Fatal,Substantial,,Bellanca,17-30a,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,imc,go-around,False
20001214X41930,Accident,ATL83LA088,1983-01-17,"PORTSMOUTH, VA",United States,PVG,HAMPTON ROADS,Non-Fatal,Substantial,,Cessna,150,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,landing,False
20001214X42031,Accident,LAX83LA074,1983-01-17,"DIXON, CA",United States,SUU,TRAVIS AFB,Non-Fatal,Substantial,,Aero Commander,500,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,imc,cruise,False
20001214X41959,Accident,CHI83LA085,1983-01-17,"CINCINNATI, OH",United States,,,Non-Fatal,Substantial,,Bell,206b,No,1.0,turbo shaft,unknown,0.0,0.0,0.0,3.0,vmc,cruise,False
20001214X41917,Accident,ANC83LA046,1983-01-17,"NONDALTON, AK",United States,5NN,NONDALTON,Non-Fatal,Substantial,,Piper,pa-32-301,No,1.0,reciprocating,unknown,0.0,0.0,0.0,6.0,vmc,landing,False
20001214X42019,Accident,LAX83FUG13,1983-01-18,"PALM SPRINGS, CA",United States,PSP,PALM SPRINGS,Fatal(3),Destroyed,,Piper,pa-32-300,No,1.0,reciprocating,personal,3.0,1.0,0.0,0.0,vmc,takeoff,True
20001214X41911,Incident,ANC83IA036,1983-01-18,"QUZINKIE, AK",United States,,QUZINKIE,Incident,Minor,,Piper,pa32-301,No,1.0,reciprocating,unknown,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X42032,Accident,LAX83LA075,1983-01-18,"FIVE POINTS, CA",United States,,THREE ROCKS,Non-Fatal,Substantial,,Cessna,188,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41978,Accident,DEN83LA050,1983-01-18,"BILLINGS, MT",United States,BIL,BILLINGS,Non-Fatal,Substantial,,Cessna,180k,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X41931,Accident,ATL83LA089,1983-01-18,"COLUMBIA, SC",United States,CUB,OWENS,Non-Fatal,Substantial,,Cessna,182m,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,approach,False
20001214X42013,Accident,LAX83FA076,1983-01-19,"SAN FRANCISCO, CA",United States,,,Fatal(1),Minor,,Beech,c-99,No,2.0,turbo prop,unknown,1.0,0.0,0.0,10.0,vmc,standing,False
20001214X41941,Accident,CHI83FA086,1983-01-19,"MONROE, WI",United States,,,Non-Fatal,Destroyed,,Piper,pa-32-300,No,1.0,reciprocating,unknown,0.0,0.0,1.0,0.0,vmc,cruise,True
20001214X42054,Accident,MIA83LA061,1983-01-19,"NEAR TELOGIA, FL",United States,,,Non-Fatal,Substantial,,Cessna,182d,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41980,Accident,DEN83LA052,1983-01-19,"MT.PLEASANT, UT",United States,43U,MT. PLEASANT,Non-Fatal,Substantial,,Piper,pa-18-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X41979,Accident,DEN83LA051,1983-01-19,"HARMONY, WY",United States,,,Non-Fatal,Substantial,,Cessna,172xp,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,go-around,False
